job_title,company_name,job_location,job_salary,job_description,job_posted,posted_website,job_link
Chercheur scientifique en NLP Francais/French NLP applied research scientist,GenAIz,"Montréal, QC",,"Theoretical and empirical research experience in machine learning, AI, computer , applied mathematics,  , or related technical fields.",3 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=415e696e007155df&fccid=7071555ea53174d5&vjs=3
Technologue en Intelligence Artificielle,Waterville TG,"Waterville, QC",,"Préparer des solutions d'IA pour la mise en production.,Participer à l'analyse des besoins des clients afin de les traduire en besoins en données et en…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=840a9f9e78abd893&fccid=71876151bbea05dd&vjs=3
Machine Learning Geoscientist,DATACLOUD,"Vancouver, BC",,"Study and transform   prototypes for the geoscience specific  streams.,Select appropriate datasets and  representation methods.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8df82cc31dac25bd&fccid=c101d2f34386322e&vjs=3
Data Analyst - Senior level,MindBeacon,"Toronto, ON",,Work in close collaboration with the  counterpoint(s) on the Product and Engineering team to escalate  bugs and develop a coordinated  strategy.,25 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1b021d67468437f8&fccid=408da23df570a5d7&vjs=3
Senior Data Analyst - Air,Hopper,"Montréal, QC",,"Use machine learning and big  tools on tremendously large and complex  sets to enhance our data-driven, personalized travel advice.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=81a618afdc704546&fccid=71eb96af97fae7e9&vjs=3
Senior Analytics Specialist,Department of Health,"Fredericton, NB","$56,524 - $78,962 a year","Develop  visualization for use in various departmental dashboards;,He/she will be responsible to link, integrate and analyze COVID-19 and other departmental…",10 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8f02e6f4476e403b&fccid=1dd1a0864cb1eb3c&vjs=3
Senior Statistical Programmer (6 month contract),BIOPHARMA SERVICES INC,"Toronto, ON",,"Review  standardization plan, SDTM  specifications, and a study  reviewer’s guide for submitted datasets as per regulatory guidance.",23 days ago,Indeed.ca,https://ca.indeed.com/company/BIOPHARMA-SERVICES-INC/jobs/Senior-Statistical-Programmer-ceb712f5c5790ba9?fccid=83f02a01c085d163&vjs=3
Senior Data Scientist,nugget.ai,"Toronto, ON",,"Ensure validity of  driven predictions.,Define approaches to augment available  through synthesis and/or 3rd party sources.",27 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1e21ba6e9309524c&fccid=9272fcc41fd6c68d&vjs=3
Data Scientist,Replicon,"Calgary, AB",,"2+ years experience in  science.,Work within our product engineering team to enhance our  analytics platform by identifying solutions to business…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c90792001f7a0f9b&fccid=a292f3c3173416ca&vjs=3
BI Data Analyst,Napoleon Products,"Barrie, ON",,"Knowledge of  governance including meta-data and  modelling.,A master’s degree in any of these and/or a core   curriculum is highly desired.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1afdca4203d166bf&fccid=57f9c90b8f0a155b&vjs=3
"Manager/Assistant Deputy Registrar General, Vital Statistics",Province of Nova Scotia,"Halifax, NS","$2,933 a month","Ensure that release of, or access to, highly sensitive vital event  or information is consistent with privacy principles and Vital Statistic’s legislation…",5 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2c0480361350f8f7&fccid=76b2daf26bb1853b&vjs=3
Lead Data Scientist - RACE21,Teck Resources Limited,"Vancouver, BC",,"Use   techniques to find  patterns, anomalies and optimization opportunities through analytical solutions.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2b8e32e32a1ae29b&fccid=33dfaa8965cf2bf4&vjs=3
Machine Learning - Ph.D. Internship,Instacart,"Toronto, ON",,"Knowledge graphs - Working on graph  management and knowledge discovery, and creating a natural language interface for  access.",23 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6d0adcbea537386e&fccid=a06a9e27d7a0ff03&vjs=3
Senior Data Scientist – BI Analytics,BFS Capital,"Toronto, ON",,"3+ years of experience working as a  analyst.,Build dashboards and visualize  in an easily consumable way for business stakeholders.",29 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=fb6ca468fcc213a0&fccid=744155da7c59f913&vjs=3
"Developer, Machine Learning Engineer",Bell Canada,"Toronto, ON",,In this role you will work cross-functionally with  scientists and  engineers across the organization to enable Bell to use machine learning to drive…,10 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4552eb375a87083f&fccid=6d9b8e75dfffb17e&vjs=3
Business Intelligence Programmer,Big Blue Bubble,"London, ON",,"A solid knowledge of software concepts such as  structures, object-oriented programming and design patterns.,In this position, you will be responsible for:",19 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b222cd6dc87416ee&fccid=dcb380f5130a7fa5&vjs=3
BI / Big Data Developer,Ubisoft,"Montréal, QC",,"Develop the  model and set up the  warehouse;,The incumbent will be part of a specialized multidisciplinary team (data engineering,  analysis, data…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2be5492a2d6f090b&fccid=237908de095b6446&vjs=3
Scientifique de données,Waterville TG,"Waterville, QC",,Maîtriser les techniques d’exploration de base de données (data mining) permettant d’y extraire des connaissances.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0721dfb888b49807&fccid=71876151bbea05dd&vjs=3
Senior Data Scientist,Loblaw Digital,"Toronto, ON",,"You enjoy the data-centric parts of solving problems.,Post-graduate degree in math, engineering, computer , or a related technical field.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=464a8b4c38c53aea&fccid=ae6e110d9fec0378&vjs=3
Science - Mathematical Modelling in Health and Life Sciences,University of Ottawa,"Ottawa, ON",,"Duties: The functions of a member of the academic staff include, in varying proportions: a) teaching activities; b) scholarly activities pertaining to research…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6d791d66f9739c42&fccid=76b0ce585c203d08&vjs=3
"Sr. Manager, Data Analytics, Tim Hortons, Canada",Restaurant Brands International,"Toronto, ON",,"Be a subject matter expert in the field of  analytics, customer segmentation, machine learning and  visualization.,Advanced Excel and PowerPoint skills.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5f951779ecce3b18&fccid=1bf77f1dd2c2631f&vjs=3
Conseiller(ère) en Data Science,Sia Partners,"Montréal, QC",,"Fort d’une équipe de plus de 1 650 conseillers de haut niveau, nous accompagnons nos clients dans la conduite de leurs projets de transformation.",26 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4792d1cf60a2e28d&fccid=4b32d0c68d487097&vjs=3
Scribendi.ai Web Developer,Scribendi,"Chatham-Kent, ON",,"Bachelor’s degree in computer-related discipline (preferred).,WordPress theme and plugin development experience.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b805554b93b7350c&fccid=13eedb937c7ac8be&vjs=3
Associate Director Statistician,IMS Group,"Toronto, ON",,"Proficiency in managing and leading study teams, timelines, and resources;,Expertise in statistical methods and modeling, writing SAPs, and mentoring less…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f8ca405f1938018e&fccid=9729f5f9cacb67de&vjs=3
Software Engineer (CV/AI),Aupera Technologies,"Vancouver, BC",,"Skilled in C/C++ and Python with knowledge of  structure and algorithms.,Computer science/engineering major with knowledge and 2+ years experience in…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=111a74e35ff0aca7&fccid=c219bc26cad00623&vjs=3
Machine Learning Engineer,Boast.AI,"Vancouver, BC","$80,000 - $110,000 a year","Our offices are in San Francisco, Toronto, Vancouver, and Calgary.,Fullstack development of AI features and applications in various areas of the Boast.",13 days ago,Indeed.ca,https://ca.indeed.com/company/Boast-Capital/jobs/Machine-Learning-Engineer-dfe321d906eeec02?fccid=935c86e1c23bc057&vjs=3
Back-End Software Engineer Co-Op (Machine Learning),Splunk,"Vancouver, BC",,Do you have a track record of implementing and administering deployments of micro services on top of cutting edge cloud infrastructure; resolving and…,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=71672b2891f505d3&fccid=aef928e89977f7f0&vjs=3
"Manager, Analytics Platform",Symend,Remote,,"Establish a documentation scheme (data dictionary, catalog, lineage) that enables democratization of the data;,BSc/BA in computer  or a relevant field.",12 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1238d81a2e3ba0d0&fccid=d3ddd050cebd400b&vjs=3
"Research Scientist, Multi-Modal AI",Samsung Research America,"Toronto, ON",,"We are looking for strong candidates with broad expertise in various sub-fields of AI, a deep understanding of problems and techniques in computational…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0522f07fb288dfa8&fccid=da3c7fed78dd1607&vjs=3
Machine Learning Engineer,Scribendi,"Chatham-Kent, ON",,"Perform  studies of new and diverse  sources.,Design, modify, and build new  processes.,Implement new or enhanced software, designed to access and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ae495200ddb3b80a&fccid=13eedb937c7ac8be&vjs=3
Senior Statistician,PHSA,"Vancouver, BC",,Undertake self-directed analyses of  quality and  validity for the purpose of proposing improvements in  processing and  handling.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=09ce7e0ec88e1239&fccid=f66f721a44de3765&vjs=3
Sr Data Scientist,407 ETR,"Woodbridge, ON",,"Assemble and analyze  to understand customer behavior from existing 407 ETR , external  sources and emerging sources.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=15cf77c2fcf0e385&fccid=a851a4ad1d9e729f&vjs=3
Machine Learning Engineer - MIP,Wavo,Remote,,"Collaborate with a diverse team of  scientists,  engineers and software engineers to develop new machine learning models for the music industry.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c74273432ca5dae3&fccid=17c4a6e1ba1e8d24&vjs=3
Machine Learning Software Developer,Primate Labs,"Toronto, ON",,"The Machine Learning Developer will work research, design, and develop machine learning benchmark tests to measure the performance of mobile neural network…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ab62a7ec83d7f5cc&fccid=f5b8d34ca68e0488&vjs=3
Intermediate Data Analyst-Tableau Developer,Lumentum Operations LLC,"Ottawa, ON",,"Conducting  analysis and QA to ensure  quality and integrity.,Developing and optimizing Python scripts to support complex  extracts or data…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=424198cde396cfe1&fccid=4fbc4ebd829fd708&vjs=3
Statistician II,IQVIA,"Kirkland, QC",,"Ensures quality and consistency of key   deliverables across assigned studies within a project.,Goodknowledge of statistical methods for design of…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=969476741ecb50f9&fccid=6b7a1dfe07e7f037&vjs=3
Data Scientist,MobSquad,"Calgary, AB",,You are familiar with designing experiments and collecting  for the purpose of deriving  analytics insights and solutions.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5bdab81d0a23dccd&fccid=e140fb6d05504c9a&vjs=3
"Software Engineer, Machine Learning",Fathom,"Toronto, ON",,"Work with a variety of structured and unstructured  sources.,Leading large-scale crowd-sourcing  labeling and acquisition (Amazon Turk, Crowdflower, etc…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8a33491fc039591b&fccid=292ac9c0130b47e0&vjs=3
"Machine Learning Intern, AI@Unity (Computer Vision and Robotics)",Unity Technologies,"Vancouver, BC",,"Implement computer vision models trained on synthetic  to solve common perception problems.,Contribute to state of the art methods to generate visual…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=14f8b60e57844a29&fccid=880e4714f2ad94a8&vjs=3
"Software Developer Intern, Machine Learning, PhD, 2021",Google,"Montréal, QC",,"A solid foundation in computer , with strong competencies in  structures, algorithms, and software design.",11 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7d58eda2611b7099&fccid=a5b4499d9e91a5c6&vjs=3
Senior Statistician/Epidemiologist,Evidinno Outcomes Research Inc.,"Vancouver, BC",,"Senior Statistician/Epidemiologist – Full Time Position*.,The Senior Statistician/Epidemiologist will lead and manage analytical projects and provide expertise…",8 days ago,Indeed.ca,https://ca.indeed.com/company/Evidinno-Outcomes-Research-Inc./jobs/Senior-Statistician-Epidemiologist-1db1cb61c0cfda94?fccid=d3352ef24d7b7758&vjs=3
Bio-statistician - Toronto,Axiom Real-Time Metrics,"Toronto, ON",,"This full-time position is responsible for various aspects of statistical input and review of clinical studies (including but not limited to designing,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0bf7de0182557fd4&fccid=0f1a0687052ef3e0&vjs=3
- Machine Learning Engineer,Paytm,"Toronto, ON",,"Collaborate with  engineers to monitor  flow and  quality and keep  organized.,Create  flow automation using tools such as Azkaban and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=826502117877efc5&fccid=4e917d9a3b14765d&vjs=3
Machine Learning & Signal Processing Specialist,TandemLaunch,"Montréal, QC",,"We are looking for a Machine Learning and Signal Processing Specialist.,The position is for full-time candidates, or Postdoctoral candidates residing in Canada…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1dee791553c7ade6&fccid=4a7bc3ecb9b00d36&vjs=3
"Big Data Engineer, Omnia AI Vancouver",Deloitte,"Vancouver, BC",,"You will play an active role throughout the entire engagement cycle, specializing in modern  solutions including  ingestion frameworks,  pipeline…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=68b5170a5f5ee040&fccid=9e215d88a6b33622&vjs=3
Principal Statistical Programmer,PRA Health ,Remote,,Expert knowledge and understanding of analysis  structure standards (ADaM) and a good understanding of conversion  structure standards (SDTM).,18 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c5db77d70c8f899c&fccid=59237124d676ae4d&vjs=3
Computer Vision and Machine Learning Developer,VueReal,"Waterloo, ON",,"Finding and optimizing signals from  from various resources.,Transforming , implementing new features, and designing machine learning models for…",8 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c513bdf0be7302bc&fccid=9af9b5e2618c04a0&vjs=3
Medicine - Tenure-track position - Bioinformatics / Artificial intelligence,University of Ottawa,"Ottawa, ON","$86,986 a year",The new faculty member will have a background that will allow them to successfully develop a dynamic and collaborative research program that includes a focus on…,5 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=57e0992a0bdde908&fccid=76b0ce585c203d08&vjs=3
Tech - Data Analyst,Exiger,"Toronto, ON",,"Understand  quality concepts to assess incoming client data.,Prepare  for submission and review results for accuracy and appropriate client use case.",25 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=cac146cf97f5cb7d&fccid=b7a753ea1f841879&vjs=3
Computer Vision Internship (3),Ecopia Tech,"Toronto, ON",,"Background in computer  focusing on deep learning and computer vision, or related field.,Work with our computer vision team to develop highly scalable…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e6d022f24a935253&fccid=2c9ffac4075750b6&vjs=3
Data Scientist,Zesty.ai,"Montréal, QC",,"Exploring  sets and developing new InsureTech models with   (Machine learning, Deep learning).,Ability to develop new models based on physics and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b691d075fb941852&fccid=46e789a2786c8da1&vjs=3
Senior Data Analyst,Smile.io,Remote,,"Support our long-term  and analytics strategy with respect to  warehousing,  visualization, and self-service reporting.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=e658c75e617d6453&fccid=13498ebe438b4ec0&vjs=3
AI Modeler/Engineer,Onmobile,"Montréal, QC",,Deep and diverse knowledge of AI concepts including: (a) variety of machine learning and classification regimes; (b) autonomous situated agents with cognitive…,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=47d9e3cd5a97187c&fccid=2d4faca55393d4d5&vjs=3
Principal Statistician,IMS Group,"Toronto, ON",,"Demonstrated ability in managing and leading study teams, timelines and resources;,Proficient in statistical methods and modeling and writing SAPs.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4ccd7bc3fa501546&fccid=9729f5f9cacb67de&vjs=3
Senior Data Scientist,Parkland Corporation,"Calgary, AB",,"A minimum 10 years’ experience in  , analytics, and model building roles in a business context.,Experience working with large complex  sets, real…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8c2f97ea8ecde820&fccid=a93ac8ac5827e01f&vjs=3
Programme de perfectionnement des analystes - Statistique sociale et économique (EC),Statistique Canada,"Ottawa, ON",,"Vous travaillerez avec quelques-uns des plus grands chercheurs au monde, qui seront vos guides et mentors et vous aideront à comprendre des techniques de pointe…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=db88ff02c852c354&fccid=015fab4acc81b466&vjs=3
"AI Developer, Autonomous Decision Making / Développeur en intelligence artificielle",Unity Technologies,"Montréal, QC",,"Understanding of basic principles of  oriented programming, Unity  Oriented Tool Stack (DOTS).,The Unity Game AI group is developing a ground-breaking…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d015bca623d154b7&fccid=880e4714f2ad94a8&vjs=3
Marketing Science Analyst - Data Scientist,Critical Mass,"Toronto, ON",,"Support   lead in planning, executing, and delivering creative analyses.,Analyze  for insights and identify methods to improve processes.",9 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=8cf236241bab2b58&fccid=4c1cecd72be0fe72&vjs=3
Project Statistician,IMS Group,"Toronto, ON",,"Solid knowledge of statistical and  processing software;,Excellent oral and written communication skills and strong leadership in a team environment;…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f18fc000f0da4935&fccid=9729f5f9cacb67de&vjs=3
Software Engineer in Algorithms & Optimization for Data Analytics Software,Tangam Systems,"Waterloo, ON",,"Advances in  analytics and visualization are revolutionizing the way businesses operate.,Build dashboards that transform operational  into…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=244b9a74b78866ec&fccid=34b4e9bf96447484&vjs=3
"1775- Sr. Director, Analytics and Modeling",Certara,"Montréal, QC",,"Serve as an internal senior expert and support internal/external trainings and communications in  , modelling and simulation or related quantitative…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=df6e2cf651e269fc&fccid=f0ba227ba5c9c8b1&vjs=3
Machine Learning Engineer - Content Signals,Hired Recruiters,"Toronto, ON",,Our systems offer rich semantics to the recommendation platform and enable the product engineers to build deeper experiences to further engage Pinners.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=98c455c2d14d4e3e&fccid=547ddf8bc07ce2c9&vjs=3
Open Learning Faculty Member (Web) COMP 3711: Artificial Intelligence,Thompson Rivers University,Canada,,"Students investigate AI algorithms that are used in wide application areas.,Students are introduced to the use of classical artificial intelligence techniques…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d2b406831e9e910b&fccid=2d633bb4caa0ee09&vjs=3
"Senior Machine Learning Developer (ML-Agents), AI@Unity",Unity Technologies,"Vancouver, BC",,"Solid experience with building performant, robust, large scale data/distributed systems in a production setting.,BS in Computer  or equivalent.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9f12c8d30ad87b6e&fccid=880e4714f2ad94a8&vjs=3
Chercheur Stagiaire (Hiver 2021) – NLP - Research Intern (Winter 2021),Nuance,"Montréal, QC",,Rejoignez-nous ! Nuance cherche constamment à réinventer la façon dont les individus se connectent à la technologie et entre eux.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5d1c2f1697c101d0&fccid=70a7f49a5b57c331&vjs=3
Supply Chain Analytics Intern (Jan 2021),Johnson & Johnson Family of Companies,"Markham, ON",,"Must have interest and aptitude for working with big ,   and machine learning.,Prior experience in dashboard development with  ETL (Tableau,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=3f3a5b089ee4e0da&fccid=0bed8e17bc113980&vjs=3
Data Scientist,Services Conseils IntelliSoft inc.,"Montréal, QC",,"Au moins 6 ans d’expérience en  des données ou en statistiques appliquées.,Extraire et analyser les données se trouvant dans les bases de données de l…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=3a9b41f988f1d892&fccid=6f3228bb1fd5a299&vjs=3
Analytics Marketing Integrator,Adviso,"Montréal, QC",,"Evaluate client’s business and technology needs in collaboration with the   and analytics team;,As part of the   and analytics team, this…",13 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=241db938fd62a115&fccid=80d267092339dc46&vjs=3
Game Designer Senior Mathematician,PokerStars,"Toronto, ON",,"Analyze performance  from the marketplace to help identify future game mechanics and industry trends.,Demonstrating leadership in designing all aspects of a…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ca91709cdd119bcc&fccid=61de9b75dff2ea14&vjs=3
"AI/ML - Software Engineer, Siri Experience",Apple,"Vancouver, BC",,Experience integrating  and services from multiple providers Experience with AI technologies including NLP or machine learning Strong API design knowledge…,18 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=02a155b7928751ec&fccid=c1099851e9794854&vjs=3
Data Scientist,Achievers,"Toronto, ON",,"Work with the Client Success team to explore how recognition/engagement  relates to customer  and business metrics.,Experience with Java and Spark.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=255573005bec2e76&fccid=a31d39aa57e3f105&vjs=3
Fraud Data Analyst,ATB Financial,"Calgary, AB",,"Perform statistical  analysis,  mining/munging,  , and Optimization using multiple tools and techniques to provide insights from different…",3 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=89c92842daaf36bf&fccid=11c712e8fbdb40f7&vjs=3
Mobile Device A.I. Engineer (co-op),Twenty Billion Neurons,"Toronto, ON",,"Education: Must be currently enrolled in a Bachelor's/Master's/Ph.D.,Degree in Computer , Machine Learning and/or Artificial Intelligence and in a co-op…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=bed66d2321ee3926&fccid=d37ab3c80d384037&vjs=3
"Senior Solution Designer, Omnia AI, Montreal",Deloitte,"Montréal, QC",,You will play an active role throughout the entire implementation cycle while working with both OpenSource and proprietary technology.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=49de3ce6d24bc5e7&fccid=9e215d88a6b33622&vjs=3
"Manager, Artificial Intelligence Quebec/Ontario BTS/BST",Bell Technical Solutions/Bell Solutions,"Boucherville, QC",,"Strong knowledge in  integration and  enrichment (Logstach, Elasticsearch, Kibana, Hadoop and Kafka).,Work closely with the team by providing vision and…",10 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9a315ea3518dccb8&fccid=d8cb125d46b78076&vjs=3
"Software Engineer, Machine Learning Platform",Grammarly,"Vancouver, BC",,Understands  structures and algorithms at a level sufficient to write performant code when working with large datasets or large incoming  streams.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=85190e0d8a77a5ad&fccid=0555014e7bce64c3&vjs=3
"AI Application Architect, Intact Lab",Intact,"Montréal, QC",,"Provide solutions that meet our security and  protection standards.,Please note that for positions with access to financial  or funds, your credit must…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=eda62d6222a0b8cf&fccid=be7195d2ebb48351&vjs=3
Director Machine Learning,RBC,"Toronto, ON",,"The role is to lead and direct  scientists on the team to:,Lead a team of  scientists to actively work on solving business problems that deliver value.",11 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2b24939ba1a7a418&fccid=537b899e30af3338&vjs=3
[Sessional Lecturer] AI in Finance - APS1052,University of Toronto,"Toronto, ON","$4,244 a month","Faculty/Division: Faculty of Applied  & Engineering.,In this course we’ll give an overview of several applications of machine learning to stock market…",16 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7843cfc807134257&fccid=986361104086c3ae&vjs=3
Senior Data Analyst,Inkbox,"Toronto, ON",,"Contribute to improving  culture.,Manage and develop our  analytics pipeline.,Develop and improve  processes and best practices.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=51c7ab755e093654&fccid=5824c66b4b60dad9&vjs=3
Machine Learning/Data Engineer,Xanadu Quantum Technologies Inc.,"Toronto, ON",,"Passionate about agile software processes, data-driven development, reliability, testing, and continuous delivery.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=893f6b0fd5e55acb&fccid=cf8d3d60750f6a59&vjs=3
"Research Intern, Machine Perception & Learning (PhD)",Facebook,Remote,,"Experience in one or more of the following: machine learning, perception, information theory, 3D geometry, 3D reconstruction, graphics, tracking, Bayesian…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=daefe73fcb2b8b4b&fccid=1639254ea84748b5&vjs=3
"AI/ML - Software Engineer, Engineering Efficiency",Apple,"Ottawa, ON",,"Experience in developing full stack web applications (Flask, Angular, Bootstrap, Node.js, Hibernate, Spring).,Experience in using and building REST APIs.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d18e93a8b04308e0&fccid=c1099851e9794854&vjs=3
"Software Engineer Intern, Machine Learning (PhD)",Facebook,Remote,,"Research experience in a relevant field, such as machine learning, NLP, recommendation systems, pattern recognition, signal processing,  mining, artificial…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7bdeda86bda94788&fccid=1639254ea84748b5&vjs=3
Machine Learning/Artificial Intelligence,Canexia Health,"Vancouver, BC",,"Masters or PhD in machine learning, AI, computer , statistics,  , bioinformatics, engineering or equivalent.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2f7ed6db444d3d4e&fccid=06fa8adce3cadc16&vjs=3
Modern BI Technical Consultant,EY,"Toronto, ON",,"Experience with  virtualization,  automation,  architecture.,Bachelor’s degree in computer , mathematics,  , informatics, data…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=949b20e21fceae3d&fccid=1544766d4c2915b0&vjs=3
"Chercheuse/Chercheur scientifique, recherche appliquée - Séries chronologiques / Applied Research Scientist - Time Series Forecasting - Platform",Element AI,"Toronto, ON",,"The ideal candidate would have experience or familiarity with topics such as time series modelling and analysis,  cleaning, imputation, feature engineering,…",12 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5ec974626cfe39c3&fccid=98c522aa9024c59e&vjs=3
Data Scientist (Cloud technology) / Scientifique de données (infonuagique),Slalom Consulting,"Montréal, QC",,Identify and synthesize new use cases for clients to use their  and   methods to create a competitive advantage.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a788ac66002178ed&fccid=a321096b9f1b3c50&vjs=3
"Manager, Data Governance(Advisory), Omnia AI Toronto",Deloitte,"Toronto, ON",,"As a  Governance Manager, you will play an active role throughout the entire engagement cycle, specializing in the management and governance of data…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2dd290759d2f712d&fccid=9e215d88a6b33622&vjs=3
Quantitative Researcher,NumerixS Quant,"Vancouver, BC",,"Experience participating in national or international math, physics or computer  competitions is strongly preferred.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=da8e750649add332&fccid=aa91b32d9ac09764&vjs=3
Sr. Data Scientist,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,"Ability to clean, transform, and merge your own  in a procedural language like Python or R.,MSc in Machine Learning, Computer , Statistics,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ea7dd633030c2a79&fccid=fe2d21eef233e94a&vjs=3
Statistiques de l’ingénieur,Université du Québec à Chicoutimi,Canada,,,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=713eb6db5cb172dc&fccid=51d6192abd12d201&vjs=3
